id,label,email,type
404603871,თბილისის ფსიქოლოგიური სერვისებისა და პროფესიული განვითარების მხარდაჭერის ცენტრი,servicespsychological169@mail.com,org
405414519,საქართველოს ვაზისა და ღვინის იურისტთა ასოციაცია,info@gwla.ge,org
405414699,კანადურ ქართული სამრეწველო სავაჭრო პალატა,canadiangeorgianbusiness@gmail.com,org
405415340,შრომის უსაფრთხოების სპეციალისტთა კავშირი,oshageorgia2020@gmail.com,org
405415215,საქართველოს აგრობიზნეს ასოციაცია,info@gaba.org.ge,org
405415536,საქართველოს სპორტული და პრაქტიკული სროლის ფედერაცია,sportpraqtikalshooting@gmail.com,org
412755406,ლეთსგოუ,revazkharabadze@gmail.com,org
400294025,მარგო კორაბლევას პერფორმანსის თეატრი,nino.iashvili.2@iliauni.edu.ge,org
400294150,"უხუცესთა საბჭო - გლობალიზაცია და საქართველო მსოფლიოში მშვიდობის და სამართლიანობისთვის (ეროვნებათა, თემთა და საგვარეულოთა) ასამბლეა",avaliani.vaja42@gmail.com,org
405411308,ჯეო ეფსი,nadirashvilivaleri@hotmail.com,org
437374440,თბილისის ბოქსის სკოლა,mel1agio1986@gmail.com,org
436255972,სს გლდანის (209439099) აქციონერთა უფლებების დაცვის ცენტრი,zviad.gadelia@gmail.com,org
402170397,საქართველოს მწვანე მებაღეთა ასოციაცია,annakenkishvili@gmail.com,org
405412281,საქართველოს ლობისტთა ასოციაცია,tatiagetia@gmail.com,org
405412414,საქართველოს ბუშიდოს ფედერაცია,torygc@mail.ru,org
405412290,ლისი ველის მდგრადი განვითარების საზოგადოება,giorgikhuco@gmail.com,org
405417446,მენტალური ჯანმრთელობისა და ინტეგრირებული ფსიქოთერაპიის საერთაშორისო აკადემია,begashvili.maia@gmail.com,org
420008182,ფეხბურთის განვითარების საერთაშორისო რეგიონალური ცენტრი ფენიქსი,int.r.c.f.d.pheonix@gmail.com,org
404602916,სუთიძე გალერეა,sutidzegallery@gmail.com,org
431439204,ცოდნის ცენტრი,,org
405417990,თთი ინიციატივა,ttii.eurasia@gmail.com,org
400296489,შემომყვან ტურიზმში დასაქმებულთა ასოციაცია,arteassociation@gmail.com,org
402172965,სამოქალაქო ჩართულობის განვითარების ცენტრი,conect.chaerte@gmail. com,org
405419202,საქართველოს პიკელბოლის ფედერაცია,almdzin@hotmail.com,org
405419257,"საქართველოს პროფესიონალური კრივის, კ-1 ის და მმა ასოციაცია",gochajiki@hotmail.com,org
436255990,ბავშვთა და მოზარდთა ჰარმონიული განვითარების ცენტრი,CHDCAG@gmail.com,org
405416438,პოსტსაბჭოთა ქვეყნების ქართველ სტუდენტთა და კურსდამთავრებულთა ალიანსი - კერა,georgianspostsoviet@gmail.com,org
405416517,ახალგაზრდა ონლაინ სამყარო,i.tutberidze@bco.ge,org
405416982,სოციალური საწარმო ბუდე,Socialenterprisebude@gmail.com,org
402172304,ინთერ ფროდაქშენ,interproduction5050@gmail.com,org
404602676,საქართველოს ვეტერან-მოფარიკავეთა ეროვნული ფედერაცია,veteranfederation@gmail.com,org
405417115,ერთგული ქვეყანა,domenicmango@gmail.com,org
405421048,იტალია-საქართველოს სავაჭრო პალატა,pkf@pkfgeorgia.com,org
416354251,ქვემო ქართლის რეგიონის ქალთა ეროვნული ქართული ჭიდაობის ფედერაცია,kvantrishvili.giorgi@inbox.ru,org
405421397,აიდიაზლებ,ideaslabgeorgia@gmail.com,org
404604157,საქართველოს საპატრიარქოს ჩრდილოეთ ამერიკის ეპარქიის განვითარების ფონდი,gaocna.meupesaba@gmail.com,org
405421574,საქართველოს ჯანდაცვის საინფორმაციო სისტემების ასოციაცია,ekaterine.a@gmail.com,org
445588338,პორტუსი,fcportus2020@gmail.com,org
424617329,კახეთის რეგიონული ვოშ საბჭო,krdf@krdf.ge,org
404604317,ფსიქიკური ჯანმრთელობა და განვითარება,mhdevelopment72@gmail.com,org
400298879,ფარცხნალის ფონდი,partskhnali@gmail.com,org
404605236,საქველმოქმედო ფონდი ბარბარე,barbare21@yahoo.com,org
445589676,ბავშვთა დაცვის საერთაშორისო ორგანიზაცია 'მე ომბუდსმენი',kids.ombudsmen@mail.ru,org
405425801,განათლება თავისუფლებისათვის,effgeorgia@gmail.com,org
402175276,საქველმოქმედო ფონდი იზრუნე მომავლისთვის,irma.chkadua@mail.ru,org
406318275,საქართველოს ქორეოგრაფთა აკადემია,qor.union@gmail.com,org
445590931,საქართველოს იურისტთა პროფესიული გაერთიანება,glpc@gmail.com,org
405429969,მართვისა და განვითარების გადაწყვეტილებების ჰაბი,MDS.Hub.Office@gmail.com,org
405430412,მაღალი ტექნოლოგიებისა და ზემგრძნობიარე მოწყობილობების სამეცნიერო კვლევითი ცენტრი,hisentecnology@gmail.com,org
405430305,ლაქტაციის მხარდამჭერი საზოგადოება,lactssg@gmail.com,org
400300562,რეგიონული განვითარების ახალგაზრდული ცენტრი,ycrdgeorgia@gmail.com,org
404606734,საქართველოს ტურიზმის ინდუსტრიის ალიანსი,info@gtia.ge,org
405422181,საქველმოქმედო ქსელი,charitychainngo@gmail.com,org
436256061,ათონის მთის სიმონაპეტრას მონასტრის წმინდა იოანე ღვთისმეტყველის სახელობის ქართული სავანის მხარდაჭერის ფონდი,zviad.gadelia@gmail.com,org
436256052,მცხეთის კალოუბნის წმინდა გიორგის ეკლესიის მხარდაჭერის ფონდი,zviad.gadelia@gmail.com,org
402174204,ეიჩესი ლაბ,hselabkng@gmail.com,org
405422957,თბილისის სამთო სავალი სათხილამურო სპორტული კლუბი,Guroalapishvili@yahoo.com,org
405422920,ორშაბათის დილის კლუბი,tchantladze@gmail.com,org
405423091,სოციალური კვლევისა და კონსულტაციის ცენტრი,srccentre20@gmail.com,org
405422902,საქართველოს ფრანგული ენის პედაგოგთა ასოციაცია,agpfgeo@gmail.com,org
406317249,ხალხის ხელისუფლება-სახალხო სამართალი,xalxisxelisufleba@gmail.com,org
426118177,ციხიჯვრის ბიატლონის სპორტული კლუბი,budzishvili8@hotmail.com,org
400298389,ლიდერ ქალთა საზოგადოება,leaderwomansclub@gmail.com,org
419622545,ბობოთის წმინდა ნიკოლოზის სახელობის ეკლესია,a.arsenidze1973@gmail.com,org
420433089,მეწარმე შეზღუდული შესაძლებლობების მქონე პირთა ასოციაცია პულსი,aopulsi2020@gmail.com,org
400299823,დაგიცავ,jrgroups.ge@gmail.com,org
402176293,საქართველოს ტრანზაქციული ანალიზის ასოციაცია,taageorgia@gmail.com,org
405428844,საქართველოს მცირე ინვაზიური გინეკოლოგიისა და რეპროდუქტოლოგიის ასოციაცია,minigynrepro@gmail.com,org
406319283,სამართლებრივი ინიციატივა,legalinitiative2020@gmail.com,org
420008388,ზუგდიდის ქალთა საფეხბურთო კლუბი ფენიქსი,int.r.c.f.d.pheonix@gmail.com,org
402176328,კუბი კონტექსტში,cubeincontext@gmail.com,org
405428988,საქველმოქმედო ფონდი კანდელი,lizavarsimashvili@gmail.com,org
405429004,გარემო და ენერგია - წამყვანი ჯგუფი,lgenvironmentenergy@gmail.com,org
402176505,ასიმეტრია,asymmetria@outlook.com,org
442264390,ასოციაცია მუხურის თაფლი,sioguat@gmail.com,org
416355054,"ეს ქვეყანა შენია, ნატო სარფიდან ფსოუმდე",eljanashia@gmail.com,org
402174687,საქართველოს ბანაკების კოალიცია,geocamps@gmail.com,org
404604870,ცოდნის გამავრცელებელი ცენტრი - თეიქ ექშენ,takeaction.ge@gmail.com,org
405424651,საქართველოს კინოლოგიური კლუბი ფაუ ლენდი,rusojanelidze@gmail.com,org
400298735,ენ ელ გრუპი,group@nextlevel.ge,org
425366631,ბოლნისის ზრდასრულთა განათლების ცენტრი,Bolnisiaec@gmail.com,org
404605076,ქართული იმედი,giorgichakhaia@yahoo.com,org
405425320,საქართველოს მაგიდის ჩოგბურთის ფედერაცია,geotabletennis@gmail.com,org
416354741,მელიქიძეთა საგვარეულო დარბაზი,melikidzetadarbazi@gmail.com,org
405425516,ეგერია სოლუშენს,egeriasolutions@gmail.com,org
436256089,ბიზნესის ეროვნული ლიგა,BNL@gmail.com,org
405426114,ფონდი მზესუმზირა,fundmzesumzira@gmail.com,org
406318408,ტექნოლოგიური და ინდუსტრიული განვითარების ორგანიზაცია,info@tido.com.ge,org
405426285,არტ ინსეფშენ ჯეორჯია,info@aigeorgia.online,org
427741081,საგანმანათლებლო საკონსულტაციო ორგანიზაცია პირამიდა,pyramida.organization@gmail.com,org
427741107,საქართველოს საოჯახო სასტუმროების და საოჯახო მარნების ასოციაცია,ggcassociation1@gmail.com,org
426118248,სამოყვარულო საფეხბურთო კლუბი ყვიბისი,fc.football.club.kvibisi@gmail.com,org
402175490,საერთაშორისო დიგიტალური ინსტიტუტი,baindurashvili@gmail.com,org
400299155,მიგულე,giorgi.matcharashvili@yahoo.com,org
405426702,საქართველოს ტანსაცმლისა და მოდის ასოციაცია,join.gafa@gmail.com,org
405427569,პროექტი ცხოველებისთვის,animalsprojectgeorgia@gmail.com,org
400299182,ეფ1 ზრუნვის ფონდი,guga@f1.com.ge,org
412756655,ცხოველთა პოპულაციის მართვის ცენტრი,animal.control@gfpa.org.ge,org
405427024,რიონის ხეობის განვითარების ასოციაცია,rvainfo@gmail.com,org
426118266,"ბორჯომის რაიონი, სოფელ კორტანეთის კვირაცხოვლის ტაძრის მხარდაჭერის ფონდი",kvirackhoveli@gmail.com,org
421278833,სოციალური მედია,sotsialurimedia2021@gmail.com,org
404606887,დიგიტალური ჰუმანიტარიის აკადემია - საქართველო,info@adh.edu.ge,org
429653957,ხალხი და თავისუფლება,lezhvani@gmail.com,org
405431162,საქართველოს სამოყვარულო და კომპანიების სპორტის განვითარების ალიანსი,Nino.gelashvili@gipa.ge,org
404607083,დი ემ სი,zz_mchedlishvili@yahoo.com,org
402177283,საქართველოს მაინდფულნესის და მედიტაციის ასოციაცია,mindfulnessgeorgia@gmail.com,org
405427266,ახალი ალტერნატივა - საქართველო,newalt.geo@gmail.com,org
405427462,რეგი ბეის ჯორჯია,tekla.kakulia1@gmail.com,org
405428229,თანაბარი ჩართულობის შესაძლებლობის ცენტრი,EIOC@gmail.com,org
425366944,მისიონერული ფონდი,sashazarandia@gmail.com,org
405432161,თბილისის პადელის ფედერაცია,davidkipiani100@gmail.com,org
427741241,საქველმოქმედო ფონდი აჩუქე სიცოცხლე,achuqesicocxle@gmail.com,org
444960927,ახალგაზრდობის ჩართულობის ცენტრი,achcentri2021@gmail.com,org
442572315,ცაგერის მუნიციპალიტეტში ადგილობრივი თვითმმართველობის ხელშეწყობისა და მოქალაქეთა ჩართულობის ორგანიზების ცენტრი,lechkhumi2021@gmail.com,org
402177719,ეკო რეინჯერი,ecoranger2020@gmail.com,org
406320725,ამხილე,contact@amxile.com,org
402177728,ბავშვთა და მოზარდთა ფსიქოსოციალური განვითარებისა და კორექციის ცენტრი,Natalia.gogitashvili@gmail.com,org
412757155,გვირილა,gvirila.gvirila.gvirila@gmail.com,org
406320707,საქართველო-3 ზღვის ინიციატივა,info@3seas.ge,org
405444023,საქართველოს პადელის ფედერაცია სპფ,info@padel.ge,org
406322769,სამოყვარულო ფეხბურთის გუნდი კოლხი,gochakurtanidze0@gmail.com,org
402179370,საქართველოს მეფუტკრეთა საზოგადოება მწვანე სკა,green.hive@yahoo.com,org
405444390,ერთიანობა კავკასიის აპოლიტიკური აკადემია,nzambakhidze@gfa.org.ge,org
422990669,ცაგერის მეფუტკრეობის ასოციაცია,tsageriba@gmail.com,org
445593590,სამოყვარულო ფეხბურთის გუნდი ს.კ. ნოსა,irakligogoladze@gmail.com,org
406323991,ერთად ინსულტის წინააღმდეგ,insulti.info@gmail.com,org
406325169,ერთად ყველასათვის,ertad.yvelasatvis26@gmail.com,org
443123237,"სათემო კავშირი ""ნარდევანი2021""",mariam662013@gmail.com,org
400306860,საერთაშორისო განათლების აკადემია ბიდისი,bdc.academy@gmail.com,org
406327657,ქართველ ხელოვანთა ასოციაცია-იბერია,ekachichua74@gmail.com,org
406327808,არტ არენა,artarenna@gmail.com,org
404614538,ჰიდრო ალიანსი,platform@hydroalliance.ge,org
402183613,მოქალაქე-სამოქალაქო გაერთიანება საზოგადოების განათლებისა და განვითარებისათვის,ninoberdzenishvili@gmail.com,org
422433469,ასოციაცია ლილე,lile.org.2021@gmail.com,org
445598988,თენგიზ მორჩილაძის ფარიკაობის აკადემია,fencingacademygorda@gmail.com,org
436048297,სინაპსის აკადემია,synapseeacademy@gmail.com,org
405469158,ივერია +,alkvara@hotmeil.com,org
420434186,უხილავი შრომა,invisiblelabor6@gmail.com,org
405469229,საქართველოს ჯანსაღი ცხოვრების ხელშეწყობის ასოციაცია,geo.healthy.living.prom.assoc@gmail.com,org
405470235,იუს ვიტე საქველმოქმედო ფონდი,info.iusvitae@gmail.com,org
420009350,სამოქალაქო ცნობიერების ცენტრი,ngo.tsnobieri@gmail.com,org
437073729,"გურიის ადგილობრივი გიდებისა და მასპინძელი ოჯახების ასოციაცია- ,,აღმოაჩინე გურია''",discoverguria@gmail.com,org
445592234,აჭარის ა.რ-ის კრივის კლუბი ბათუმი,boxingclubbatumi@mail.ru,org
433651844,რუდუნი,qveli2021@yahoo.com,org
426542645,რუსთავის სამოქალაქო ერთობა,Rustaviertoba@gmail.com,org
400302329,რაგბის კლუბი მუხრანის მუხა,vazha.maisuradze.1@iliauni.edu.ge,org
445592500,ხალხის არჩევანი გზა დემოკრატიისკენ,thepeopleschoisengo@gmail.com,org
402178745,საქართველო ნატოში - ევროპული მომავალი,SakartveloNatoshi@Gmail.com,org
406321984,ახალგაზრდა კრიმინოლოგთა ასოციაცია,temoshengelaia@gmail.com,org
400313200,ფოლკლორის საერთაშორისო საქველმოქმედო ფონდი მრავალძალი,folkfundmravaldzali@gmail.com,org
406334382,სოციალური ხედვა,socialvisiongeorgia@gmail.com,org
418478034,მიუსაფარი შინაური ცხოველების მართვის შიდა ქართლის ინტერმუნიციპალური სააგენტო,info@gori.gov.ge,org
445603017,"ახალგაზრდა დიპლომატთა გაერთიანება ""მე დიპლომატი""",diplomatge@yahoo.com,org
405471341,საქართველოს სასამართლოს გუშაგი,geogushagi@gmail.com,org
435895266,რატიანების ეთნოგრაფიული მუზეუმი,ratianimuzeum@gmail.com,org
418477222,შენი თბილი კერა,tsereteli.megi@gmail.com,org
444552574,ნიკოს ეზო,nika.badzaghua@gmail.com,org
405443186,სივრცენი,sivrcany@gmail.com,org
405443159,საფეხბურთო კლუბი სპორტუნი 2021,sportuni2021@gmail.com,org
405443408,ფონდი სოლიდარობა განათლებისთვის,info.solidarityforedu@gmail.com,org
445592902,აჭარის ა.რ-ის კრივის განვითარების ფონდი,ajaraboxing@gmail.com,org
402179129,საქართველოს ტაქსის მძღოლთა უფლებების დაცვის ასოციაცია,Geotaxiclub@gmail.com,org
404610756,ალბიუსის პაროდონტოლოგიის საერთაშორისო სკოლის კლუბი,aipsclub@albius.ge,org
445591805,ბათუმის ქალთა ფეხბურთის კლუბი ბათუმი,wfc.batumi 2020@gmail.com,org
402177764,საქართველოს ემოციური ინტელექტის განვითარების ასოციაცია,emotionalgeorgia@gmail.com,org
405433053,მედგიდი,medguidegeo@gmail.com,org
402177988,შავი ზღვის ქვეყნების მხატვართა საერთაშორისო გაერთიანება პლენერი-20,bscplaner@gmail.com,org
418477142,ახალგაზრდები და თეატრი,youthandtheatre2021@gmail.com,org
412757280,მედეა სამართალი,medeasamarTali@yahoo.com,org
404607788,საქართველოს ბოდიბილდინგის და ფიტნესის ეროვნული ფედერაცია,georgiannationalgfbb@gmail.com,org
405434141,ეკოლოგია და გარემოს დაცვა,g.japaridze65@gmail.com,org
418477197,საქართველოს ხილის გადამამუშავებელთა ასოციაცია,gfpa@gmail.com ;,org
436685990,ნინოწმინდის საბავშვო ბაღების გაერთიანება,gaertianeba.ninowminda@gmail.com,org
445603669,მედია ომბუდსმენი,mediaombudsman.ge@gmail.com,org
405473116,საქართველო-უკრაინის ბიზნეს ასოციაცია,geoukrassociation@gmail.com,org
448056825,იასამანი,iasamanitheatre@gmail.com,org
445603730,არტ პორტალი,artportali2021@gmail.com,org
412754229,ინვალიდთა ასოციაცია,invalidebi_2020@gmail.com,org
405405538,დოდო კვაჭანტირაძის სახელობის საქველმოქმედო ფონდი,dodosfund@gmail.com,org
405404502,ასოციაცია ბედეკი,Bedeki@gmail.com,org
435894999,გულერ,kaxiani_maia@mail.ru,org
400288684,ბიზნეს საქართველო,BusinessGeorgia20@gmail.com,org
405393587,ერდო ჯგუფი,erdo@erdo.ge,org
412752123,ახალგაზრდები რეგიონისთვის,youthforregion@gmail.com,org
406304574,საქართველოს ქორნჰოლის ფედერაცია,iraklitkebuchava@gmail.com,org
405383669,ხელბურთის კლუბი სპორტუნი,handballsportuni@gmail.com,org
406304707,ორგანიზეიშენ ასია-პაციფიქ 1 (უნაპ),asiapacific@clumember.org,org
400284367,ჩვენ მსოფლიოსათვის,pati.kipa@bk.ru,org
402161771,საჭადრაკო კლუბი აფხაზეთი,zarkuadavit@gmail.com,org
445578072,ედკემპ ჯორჯია,tsiskaridzeirina77@gmail.com,org
432387222,საინფორმაციო ხიდები,aleksandre.kharanauli@gmail.com,org
404594097,თავისუფალი თაობა,v.sadgobelashvili@gmail.com,org
405382018,სილიკონ ველი თბილისი,info@siliconvalleytbilisi.ge,org
405382081,სოციალური მზრუნველობის სააგენტო,d.dolidze@tbilisi.gov.ge,org
404594122,ზის სტრიტ ჰერთს მი,thisstreethurts@gmail.com,org
433651096,აგრო ასოციაცია,infoagroassociation@gmail.com,org
406303833,მოძრაობა ჩვენ დავბრუნდებით,gubazm@yahoo.com,org
420431562,საქართველოში ტურიზმის განვითარების ასოციაცია ოქროს საწმისი,goldenfleecegeotur@gmail.com,org
430040163,საქველმოქმედო ფონდი უტუ მიქავა,zurab.mikava57@gmaill.com,org
404594300,ბიზნეს კვლევების სახლი,giorgi.abashishvili@gmail.com,org
420431571,ქალთა და ბავშვთა ძალადობისაგან დაცვის სამეგრელო ზემო-სვანეთის რეგიონული კომიტეტი,nshonia68@yahoo.com,org
445578241,საქართველოს საზღვაო პალატა,georgianshippingchamber@gmail.com,org
405382544,სკოლამდელი და სასკოლო დაწესებულებების სამედიცინო სერვისი,tteodevdariani@gmail.com,org
424073228,სოფ. ზემო სხვილისის სათემო კავშირი ერთობა,giorgi_dzowenidze@gmail.com,org
404594809,საქართველოს ინფორმაციის და ტექნოლოგიების ანალიზის ცენტრი,contact.gitac@gmail.com,org
426540629,ბოშა ქალთა ფემინისტური მოძრაობა რომა,wenera.roma@gmail.com,org
405383605,ნიჩბოსნობის კლუბი ლაილა,lailarowingclub@gmail.com,org
434177286,საქველმოქმედო ფონდი ამინ,aminfond@gmail.com,org
400285099,მდგომარეობებს შორის,inbetweenconditions@gmail.com,org
406304770,ხალხისთვის,dolidze.anna@gmail.com,org
405383703,არტ-ინტენტი,art@arttent.ge,org
424073237,მინაძე 2020,Eliosidze.giorgi@gmail.com,org
420431606,ქართული ტრადიციული მუსიკის სკოლა,maxokulasheli@gmail.com,org
416351664,საქველმოქმედო ფონდი რუსთავი,zurab.chabashvili@gmail.com /,org
424073219,სოსანგეთი,alikochubinidze417@gmail.com,org
416351646,პარალელური კლასი,parallelclass@gmail.com,org
427740233,შემოქმედი საზოგადოება,shemoqmedisazogadoeba@gmail.com,org
439419434,დემოკრატიის განვითრების და განათლების ხელშეწყობის სახლი-მთიები,eenukidze@gmail.com,org
405382875,ათეროსკლეროზის და სისხლძარღვთა პათოლოგიის ეროვნული ასოციაცია,revaztabukashvili@rambler.ru,org
400284937,იდა,infoidainter@gmail.com,org
404594596,საქართველო-დანიის მეგობრობის საზოგადოება,geodenfs@gmail.com,org
424254746,ჯაყისმანის მონასტრის აღორძინების ფონდი,zosime.mail@gmail.com,org
405383035,ზერო ვეისთ ჯორჯია,zerowastegeorgia.@gmail.com,org
402161566,სახელოვნებო განათლება საზღვრებს გარეშე,arteducation.wb@gmail.com,org
402161717,ფონდი ბზიანი,fondibziani@gmail.com,org
400285008,მხატვართა ლიგა,nugzar_meladze@yahoo.com,org
405384828,მედიკორპი,medicorp.ge@gmail.com,org
405384935,ინოვაციური განათლების ცენტრი საქართველო,ngotsadze@gmail.com,org
402162495,საქართველოს კულტურისა და შემოქმედებითი ინდუსტრიების ერთობა,geounionofcreativeindustries@gmail.com,org
405385505,ელიტარულ მძღოლთა აკადემია,rentogroup@gmail.com,org
420431697,გამომცემლობა დისკუსია,gamomcemlobadiskusia@gmail.com,org
404594952,სკა,ska.georgia2020@gmail.com,org
436255856,მცხეთა-მთიანეთის რეგიონის ბადმინტონის ფედერაცია,zuramiqaia@gmail.com,org
405385747,ევროკავშირის კვლევისა და სწავლების ცენტრი,beeu@europe.com,org
404595005,ახალგაზრდები ახალგაზრდებისთვის 2020,g.g.turabelidze@gmail.com,org
446978423,ჩვენ და საზოგადოება,nikatakidze@gmail.com,org
437374057,საქართველოს ახალი ხმა,giorgi.maisuradze2018@gmail.com,org
405384141,მეგრული ენის ასოციაცია,megrassociation@gmail.com,org
420431633,ახალგაზრდული ცენტრი ოდიში,,org
404595130,ვეხმარებით საქართველოს,info@georgian_aid.com,org
445578937,საერთაშორისო ორგანიზაცია ხელოვნება საზოგადოებისთვის,batumiartforsociety@gmail.com,org
405384374,სოლიდარობა კოვიდ 19,info@doers.world,org
424617132,პანკისის სათემო ორგანიზაცია,pankisicommunity@gmail.com,org
404596291,ბიზნესცენტრების ასოციაცია,businesscentresassociation@gmail.com,org
405388174,ჩოგბურთის კლუბი მუხის ფოთოლი,oakleaf1985@gmail.com,org
416352146,საქართველოს მწარმოებელთა ასოციაცია,georgianmanufacturers@gmail.com,org
405389020,შემეცნებითი-საგანმანათლებლო ცენტრი ახალგაზრდები მშვიდობისათვის,office@lazarus.ge,org
405389075,საქართველოს ჯანმრთელობის ფედერაცია,hfggeorgia@gmail.com,org
415600193,წმ. გაბრიელის სახელობის ეკლესიის მშენებლობის ფონდი,samkharadzeirakli@yahoo.com,org
404595915,საქართველოში ტურისტულ სფეროში მოღვაწე იურიდიული და ფიზიკური პირების თავისუფალი პროფესიული გაერთიანება -საქართველოს ტურიზმის კონფედერაცია,stsmipptpg@yahoo.com,org
436046404,საქართველოს აგრო-ტურიზმის რეგიონული ასოციაცია,nzambakhidze@gfa.org.ge,org
404595808,"საქართველოს ანტიკორუფციული, ანტიმონოპოლიური და ნეგატიური ფაქტების შესწავლისა და რეაგირების საზოგადოებრივი ცენტრი",aafshc1@gmail.com,org
424617123,საზოგადოებრივი განვითარების ასოციაცია,apply.sda@gmail.com,org
406305920,გარი დავთიანის სახლი,davtyanhouse@gmail.com,org
420431740,საქართველოს მოცვის მწარმოებელთა ასოციაცი,infogbga@gmail.com,org
425058313,როხის განვითარების ფონდი,rokhifund@gmail.com,org
405387978,ფონდი ათინათი,foundationatinati@gmail.com,org
405393854,თეზა,z.xeladze77@gmail.com,org
406308455,კულტურული მრავალფეროვნების ჰარმონიული განვითარების ცენტრი,Kchopliani@gmail.com,org
405393676,საქართველო-ჩინეთის თანამშრომლობის განვითარების ასოციაცია,GeoCCDA@gmail.com,org
424254844,კავშირი - თანადგომა შვილებს,,org
405401300,კავკასიის ონკო საზოგადოება ჰოუფი,ann.mazanishvili@gmail.com,org
404598039,"ფიზიკური მედიცინის, კურორტოლოგიის და ბალნეოლოგიის ასოციაცია",meidanpalace@meidanpalace.ge,org
437978921,საკალათბურთო კლუბი რაჭა,Racha.basketball@gmail.com,org
446759026,ქედის სათემო განათლების ცენტრი,jikispqr@yahoo.com,org
405401890,საქართველოს პარენტერალური და ენტერალური კვების საზოგადოება,marimalazonia930@yahoo.com;,org
406308883,სპორტულ-გამაჯანსაღებელი კლუბი 'ჩემპიონი',areshidzedavid@yahoo.com,org
435894962,სვანეთის მომავლისათვის,japaridzedavit1@gmail.com,org
406309025,სპდ პრევენცია,imontesuma@gmail.com,org
404598351,ციფრული დემოკრატიის ცენტრი,ddcentre2020@gmail.com,org
405389609,ქეა კავკასია,geoinfo@care.org,org
419622260,ტყიბულელ ქალთა გაძლიერების ქსელი,tamolaperadze@gmail.com,org
445580657,ქართული თეატრის ელექტრონული არქივი,theatrelifege@gmail.com,org
404596932,საქართველოს პირველგვარდიელთა კორპუსი,pirveligvardia@yandex.ru,org
400287603,წიწაკა ტვ,erekle-2@mail.ru,org
404596987,ენპუდი,contact.enpud@gmail.com,org
432548950,ოჯახისა და ბავშვთა მხარდაჭერის ეროვნული ქსელი,nkenchuashvili@yahoo.com,org
430805024,ბუნების და გარემოსდაცვითი განათლების ცენტრი,manglisinature@yahoo.com,org
405391222,ჯორჯიან ქრიეითივ ინდუსტრის ასოციეიშენ,i9odrome@gmail.com,org
405391366,ეგვიპტური საქველმოქმედო ასოციაცია საქართველოში,egycomgeorgia@gmail.com,org
